customer_id,tenure,internet_service,contract_type,payment_method,paperless_billing,senior_citizen,partner,dependents,online_security,tech_support,multiple_lines,monthly_charges,total_charges,churn
C100233,8,Fiber optic,One year,Bank transfer (automatic),No,1,No,No,Yes,No,Yes,94.48512248,834.5795584,No
C100234,2,Fiber optic,Month-to-month,Bank transfer (automatic),No,0,No,Yes,No,Yes,No,94.86944173,148.2938604,Yes
C100235,15,Fiber optic,Month-to-month,Electronic check,Yes,1,No,No,No,No,Yes,111.285128,1668.721423,Yes
C100236,3,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,Yes,No,Yes,No,No,87.52299498,276.6343396,Yes
C100237,0,DSL,Two year,Electronic check,No,0,Yes,Yes,Yes,Yes,No,40.62821491,113.4304492,Yes
C100238,11,None,One year,Electronic check,No,1,Yes,Yes,Yes,Yes,No,11.76565622,146.1058733,No
C100239,2,DSL,Month-to-month,Electronic check,No,0,Yes,No,No,Yes,No,60.44262542,90.20191897,Yes
C100240,33,Fiber optic,Month-to-month,Credit card (automatic),Yes,0,No,No,No,Yes,No,92.74990314,3067.119369,Yes
C100241,36,DSL,One year,Electronic check,Yes,1,No,No,No,Yes,No,46.79167627,1777.23364,No
C100242,29,Fiber optic,Two year,Credit card (automatic),Yes,0,No,No,No,No,No,72.23700359,2189.837558,No
C100243,5,DSL,One year,Credit card (automatic),No,0,No,Yes,No,No,Yes,56.46984811,322.8724371,No
C100244,0,DSL,One year,Credit card (automatic),No,0,Yes,No,No,No,No,50.57900106,77.68169152,Yes
C100245,31,None,Month-to-month,Credit card (automatic),Yes,0,Yes,No,Yes,Yes,Yes,40.49962263,1305.790584,No
C100246,6,DSL,Month-to-month,Electronic check,Yes,0,No,Yes,Yes,Yes,No,66.13536084,329.1557825,No
C100247,40,Fiber optic,Month-to-month,Electronic check,Yes,0,Yes,No,No,Yes,No,97.98928364,3831.807103,Yes
C100248,38,None,One year,Electronic check,No,0,No,No,Yes,No,Yes,19.34751117,811.6890005,No
C100249,23,DSL,Month-to-month,Credit card (automatic),No,0,Yes,Yes,No,No,No,62.28240086,1508.071962,No
C100250,3,Fiber optic,One year,Bank transfer (automatic),Yes,1,No,No,Yes,Yes,No,84.17450443,376.8657904,No
C100251,5,DSL,Month-to-month,Electronic check,Yes,0,No,No,Yes,Yes,Yes,68.47140771,279.133981,Yes
C100252,22,DSL,One year,Bank transfer (automatic),Yes,0,No,No,Yes,No,Yes,57.30115463,1252.554475,No
C100253,4,Fiber optic,Month-to-month,Bank transfer (automatic),No,0,Yes,No,Yes,Yes,Yes,99.9902144,415.3040116,Yes
C100254,2,None,Month-to-month,Credit card (automatic),No,0,Yes,Yes,Yes,No,No,32.51251498,101.380774,No
C100255,7,DSL,One year,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,No,No,48.08799485,523.5535508,No
C100256,33,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,1,No,No,Yes,Yes,Yes,111.2241965,3731.772803,Yes
C100257,14,Fiber optic,Two year,Mailed check,No,0,Yes,Yes,Yes,No,No,75.47807614,1168.378337,No
C100258,11,None,Month-to-month,Mailed check,Yes,1,Yes,No,No,No,No,28.21189526,323.5641392,No
C100259,2,DSL,Month-to-month,Credit card (automatic),Yes,0,No,No,Yes,No,No,62.20611752,62.91263113,Yes
C100260,10,Fiber optic,One year,Electronic check,Yes,0,Yes,No,Yes,No,No,81.90658256,1019.699691,No
C100261,55,Fiber optic,Two year,Mailed check,No,0,No,No,No,No,No,78.65565206,4222.448158,No
C100262,2,Fiber optic,Month-to-month,Bank transfer (automatic),No,0,Yes,No,No,Yes,No,95.93151862,13.15502015,Yes
C100263,7,None,Two year,Mailed check,Yes,0,Yes,Yes,Yes,Yes,Yes,22.59593985,112.5669612,No
C100264,25,Fiber optic,Month-to-month,Electronic check,Yes,0,No,No,Yes,No,Yes,37.78373793,962.6842718,No
C100265,16,DSL,Month-to-month,Electronic check,Yes,0,Yes,No,No,Yes,Yes,71.75562114,983.9087423,Yes
C100266,14,None,Month-to-month,Electronic check,No,0,No,No,Yes,Yes,Yes,107.5217179,1351.805919,Yes
C100267,12,Fiber optic,Month-to-month,Electronic check,No,0,Yes,No,No,No,Yes,101.5353496,1417.258759,Yes
C100268,6,DSL,Month-to-month,Credit card (automatic),Yes,0,Yes,No,No,Yes,No,54.43359244,226.6585015,Yes
C100269,4,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,1,Yes,Yes,No,No,No,89.52281568,268.2470911,Yes
C100270,19,Fiber optic,Month-to-month,Electronic check,Yes,0,Yes,No,No,Yes,Yes,100.0831591,1959.984992,Yes
C100271,19,Fiber optic,One year,Mailed check,Yes,1,No,Yes,Yes,Yes,Yes,97.03771188,1774.358892,No
C100272,24,None,Month-to-month,Electronic check,Yes,0,Yes,Yes,Yes,Yes,Yes,46.62500578,1019.05786,No
C100273,27,DSL,Two year,Credit card (automatic),No,0,Yes,No,Yes,No,Yes,58.10167228,1715.226328,No
C100274,8,None,One year,Mailed check,No,1,Yes,No,No,No,Yes,31.7484898,312.5887883,No
C100275,8,Fiber optic,Month-to-month,Credit card (automatic),Yes,0,Yes,Yes,No,No,Yes,105.9423763,859.4674106,Yes
C100276,19,Fiber optic,Month-to-month,Electronic check,No,0,Yes,No,Yes,No,Yes,101.8801957,1896.568397,Yes
C100277,11,DSL,Month-to-month,Credit card (automatic),Yes,0,No,No,Yes,Yes,Yes,37.59666313,454.7330023,No
C100278,14,Fiber optic,One year,Electronic check,No,0,No,No,No,Yes,No,78.18406413,1106.428716,No
C100279,19,Fiber optic,Month-to-month,Electronic check,Yes,0,Yes,Yes,Yes,Yes,Yes,99.73475026,1986.296788,Yes
C100280,26,Fiber optic,Month-to-month,Electronic check,Yes,0,Yes,No,Yes,No,No,82.49697235,2357.86578,Yes
C100281,3,Fiber optic,Two year,Bank transfer (automatic),Yes,0,No,Yes,No,Yes,No,74.36432005,246.2646329,No
C100282,5,None,One year,Electronic check,Yes,0,Yes,Yes,No,Yes,Yes,31.35634248,162.7731766,No
C100283,2,None,Month-to-month,Mailed check,Yes,1,Yes,No,No,No,No,35.23996419,20.52129832,Yes
C100284,12,DSL,Month-to-month,Credit card (automatic),Yes,0,No,No,Yes,Yes,Yes,71.51779469,760.7500008,No
C100285,0,DSL,Two year,Electronic check,Yes,1,No,No,Yes,Yes,Yes,49.92747568,-18.66194505,Yes
C100286,7,Fiber optic,Two year,Electronic check,No,0,Yes,Yes,No,Yes,No,70.04481711,442.954693,No
C100287,9,DSL,Month-to-month,Credit card (automatic),Yes,0,Yes,No,Yes,Yes,Yes,70.48443263,635.7763197,No
C100288,4,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,No,Yes,Yes,Yes,Yes,91.14467756,330.6332676,Yes
C100289,10,DSL,One year,Credit card (automatic),No,0,No,No,No,No,No,57.34315401,592.335151,No
C100290,0,Fiber optic,One year,Mailed check,No,1,No,No,No,No,No,81.69810329,-8.255473122,No
C100291,0,DSL,One year,Mailed check,Yes,0,No,No,No,No,No,58.02994118,49.86788889,Yes
C100292,20,DSL,Month-to-month,Electronic check,Yes,1,Yes,No,Yes,No,Yes,76.5483263,1544.340517,Yes
C100293,6,Fiber optic,Two year,Credit card (automatic),Yes,0,Yes,No,No,Yes,Yes,87.93224973,461.6938107,No
C100294,2,Fiber optic,Month-to-month,Credit card (automatic),Yes,1,Yes,No,No,No,Yes,97.7153989,101.8354295,Yes
C100295,7,None,Month-to-month,Credit card (automatic),Yes,0,No,No,Yes,No,Yes,40.14643531,236.8625245,No
C100296,17,None,One year,Mailed check,Yes,0,No,No,Yes,No,No,29.07733751,459.0033362,No
C100297,3,Fiber optic,Month-to-month,Credit card (automatic),No,1,No,Yes,No,Yes,Yes,106.5646869,280.1681755,Yes
C100298,11,DSL,Two year,Mailed check,Yes,0,No,No,Yes,Yes,No,42.84293796,406.8304653,No
C100299,1,None,Month-to-month,Mailed check,Yes,0,No,No,Yes,No,No,28.48929917,-15.30064946,No
C100300,0,None,One year,Credit card (automatic),Yes,0,No,No,Yes,Yes,Yes,29.3866889,72.19535443,No
C100301,10,None,Month-to-month,Electronic check,No,1,No,No,No,No,No,37.98366493,280.5717023,Yes
C100302,8,DSL,One year,Electronic check,Yes,0,Yes,Yes,No,Yes,No,50.95924732,496.1861708,No
C100303,11,None,Month-to-month,Electronic check,No,0,No,No,Yes,No,Yes,45.21703216,600.8540875,No
C100304,16,DSL,One year,Credit card (automatic),Yes,0,No,No,Yes,Yes,No,42.99310945,628.4178131,No
C100305,45,Fiber optic,One year,Mailed check,No,0,Yes,No,No,No,No,76.13671391,3323.768023,No
C100306,8,None,Month-to-month,Electronic check,Yes,0,Yes,No,No,No,No,30.68453962,270.9334211,Yes
C100307,4,DSL,Month-to-month,Credit card (automatic),Yes,0,No,No,Yes,No,No,54.37112844,266.9388466,Yes
C100308,19,None,Month-to-month,Mailed check,No,0,Yes,No,No,Yes,No,31.59455851,595.444528,No
C100309,3,DSL,One year,Electronic check,No,0,Yes,No,No,No,No,54.69631711,229.7621273,No
C100310,6,None,Month-to-month,Bank transfer (automatic),No,0,Yes,Yes,No,No,Yes,43.78588806,124.435003,No
C100311,0,DSL,Month-to-month,Credit card (automatic),No,0,No,No,Yes,No,No,56.18308329,33.60169914,Yes
C100312,0,None,Month-to-month,Electronic check,Yes,0,Yes,No,Yes,No,No,37.27592744,42.69460951,No
C100313,39,DSL,Two year,Bank transfer (automatic),Yes,0,No,Yes,No,No,No,44.7434687,1847.763123,No
C100314,21,Fiber optic,Month-to-month,Electronic check,Yes,0,No,No,Yes,Yes,No,81.02673033,1568.712954,Yes
C100315,14,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,1,No,Yes,No,No,No,84.4597455,1231.976663,Yes
C100316,5,Fiber optic,One year,Electronic check,Yes,0,No,No,No,No,Yes,89.17095474,477.1569767,Yes
C100317,2,DSL,One year,Electronic check,Yes,0,No,No,No,No,Yes,64.16512563,174.3892406,Yes
C100318,2,Fiber optic,Month-to-month,Mailed check,No,0,Yes,No,Yes,No,No,85.18854249,187.1322201,Yes
C100319,3,DSL,Month-to-month,Credit card (automatic),Yes,0,Yes,No,No,Yes,No,37.03464312,74.64254104,No
C100320,9,Fiber optic,One year,Bank transfer (automatic),Yes,0,No,No,Yes,No,No,82.16551465,797.5628413,No
C100321,15,DSL,Month-to-month,Credit card (automatic),Yes,0,Yes,No,No,No,No,66.41391329,955.5952166,Yes
C100322,12,None,Month-to-month,Bank transfer (automatic),No,0,No,No,No,No,Yes,38.29924915,474.8556053,No
C100323,3,DSL,Two year,Electronic check,No,0,Yes,No,Yes,No,No,48.43886703,169.6478161,No
C100324,37,DSL,Month-to-month,Electronic check,Yes,1,Yes,No,No,Yes,No,60.58205168,2210.35768,Yes
C100325,16,DSL,Month-to-month,Credit card (automatic),No,0,No,Yes,Yes,No,No,62.14056221,928.9073885,No
C100326,9,Fiber optic,Month-to-month,Bank transfer (automatic),No,0,No,Yes,Yes,Yes,Yes,97.60472497,833.1991958,Yes
C100327,11,DSL,One year,Credit card (automatic),No,0,No,No,Yes,No,No,57.01146123,608.1938067,No
C100328,5,Fiber optic,Month-to-month,Electronic check,Yes,0,Yes,Yes,No,Yes,Yes,99.62685789,603.8362846,Yes
C100329,3,None,One year,Electronic check,Yes,0,Yes,Yes,No,No,Yes,28.52026423,81.88398249,No
C100330,6,Fiber optic,Month-to-month,Mailed check,Yes,0,Yes,No,Yes,Yes,Yes,104.6727631,454.4174972,Yes
C100331,17,Fiber optic,One year,Electronic check,No,1,Yes,Yes,Yes,No,No,76.65348294,1412.004764,No
C100332,0,DSL,One year,Electronic check,No,0,No,No,No,Yes,Yes,60.82074199,-34.83733357,Yes
C100333,0,Fiber optic,Month-to-month,Mailed check,No,0,Yes,No,No,Yes,Yes,101.4020316,118.6407943,Yes
C100334,0,DSL,One year,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,No,Yes,61.9122025,-5.766124037,Yes
C100335,0,Fiber optic,Month-to-month,Electronic check,Yes,0,No,No,No,Yes,No,97.46658331,50.52511219,No
C100336,24,DSL,One year,Electronic check,Yes,0,Yes,No,Yes,Yes,Yes,63.10815433,1283.776737,No
C100337,14,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,No,No,No,No,Yes,100.3659076,1565.002121,Yes
C100338,7,Fiber optic,Month-to-month,Mailed check,Yes,0,No,No,Yes,No,Yes,101.761745,600.9760701,Yes
C100339,2,None,Two year,Bank transfer (automatic),Yes,1,Yes,Yes,No,No,No,13.0702134,49.62562232,No
C100340,8,DSL,Two year,Mailed check,No,1,No,Yes,No,No,No,46.3656488,417.7351646,No
C100341,8,Fiber optic,Two year,Credit card (automatic),Yes,0,No,No,No,No,No,85.50929542,576.8876326,Yes
C100342,4,DSL,Month-to-month,Bank transfer (automatic),No,0,No,No,No,No,No,60.42225236,193.96013,Yes
C100343,7,Fiber optic,Month-to-month,Bank transfer (automatic),No,0,Yes,No,Yes,No,No,93.70718428,565.151212,Yes
C100344,6,None,Two year,Bank transfer (automatic),Yes,0,Yes,No,Yes,Yes,Yes,18.45977896,108.0480941,No
C100345,11,Fiber optic,Month-to-month,Electronic check,Yes,0,Yes,Yes,Yes,Yes,No,93.75078949,1095.006579,Yes
C100346,12,Fiber optic,Month-to-month,Electronic check,No,0,No,No,Yes,Yes,Yes,107.319991,1307.993035,Yes
C100347,0,None,Month-to-month,Bank transfer (automatic),No,0,Yes,Yes,Yes,No,No,36.05034653,-3.18582705,Yes
C100348,5,Fiber optic,Two year,Bank transfer (automatic),Yes,0,No,No,No,Yes,No,80.90476584,372.2162625,No
C100349,11,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,No,No,Yes,Yes,No,92.25301495,1065.22208,Yes
C100350,8,Fiber optic,Month-to-month,Electronic check,No,1,No,Yes,No,No,No,87.49131885,808.5680609,Yes
C100351,24,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,Yes,Yes,No,No,Yes,101.6077769,2344.641991,Yes
C100352,13,DSL,Month-to-month,Credit card (automatic),Yes,0,Yes,No,No,Yes,No,55.39942318,645.361002,No
C100353,2,None,One year,Bank transfer (automatic),No,1,No,No,Yes,Yes,Yes,29.05956183,70.39765839,No
C100354,0,Fiber optic,Two year,Bank transfer (automatic),No,0,Yes,Yes,Yes,No,No,77.08988354,92.64610699,No
C100355,11,DSL,Two year,Credit card (automatic),Yes,0,No,No,Yes,No,No,42.4046573,482.564633,No
C100356,0,Fiber optic,Month-to-month,Mailed check,No,0,Yes,No,No,No,No,92.09337828,-4.87583894,No
C100357,10,Fiber optic,One year,Electronic check,No,0,No,No,No,No,No,85.06818966,849.3965504,Yes
C100358,31,None,Month-to-month,Credit card (automatic),No,0,No,No,Yes,Yes,No,78.50366467,2597.843064,No
C100359,10,Fiber optic,Month-to-month,Electronic check,Yes,0,Yes,No,No,No,Yes,91.72762471,945.597336,Yes
C100360,4,None,Two year,Bank transfer (automatic),Yes,0,No,No,Yes,No,No,13.96272401,53.37862745,No
C100361,11,None,Month-to-month,Electronic check,Yes,0,No,No,No,Yes,Yes,40.45672799,436.8061754,No
C100362,8,None,Month-to-month,Electronic check,Yes,0,Yes,Yes,No,No,Yes,33.42161964,288.9308561,Yes
C100363,8,Fiber optic,Two year,Electronic check,No,0,Yes,No,Yes,Yes,Yes,34.64732428,312.0571917,No
C100364,34,DSL,Month-to-month,Mailed check,No,0,No,No,No,Yes,No,55.39835515,1972.829297,No
C100365,5,Fiber optic,One year,Electronic check,No,0,No,No,No,No,Yes,88.79913031,401.1545304,Yes
C100366,38,None,Two year,Electronic check,Yes,0,Yes,No,No,No,No,19.83296828,630.3659039,No
C100367,28,Fiber optic,Month-to-month,Credit card (automatic),No,1,Yes,No,Yes,Yes,Yes,94.95455485,2741.468473,No
C100368,2,Fiber optic,Month-to-month,Credit card (automatic),Yes,0,Yes,No,No,No,Yes,102.1885593,137.3379481,Yes
C100369,0,Fiber optic,Month-to-month,Credit card (automatic),Yes,0,Yes,Yes,Yes,No,No,88.71542204,29.38831477,Yes
C100370,1,Fiber optic,Month-to-month,Credit card (automatic),Yes,0,Yes,No,No,Yes,No,94.00668555,35.92418097,Yes
C100371,0,None,Month-to-month,Mailed check,Yes,1,Yes,Yes,Yes,Yes,No,32.81560202,67.19895577,Yes
C100372,1,Fiber optic,One year,Credit card (automatic),Yes,1,No,Yes,No,No,No,85.89571222,-14.44953686,Yes
C100373,13,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,No,Yes,No,No,Yes,102.3228636,1261.656901,Yes
C100374,0,None,Month-to-month,Mailed check,Yes,0,No,Yes,Yes,Yes,No,16.09224319,13.38710624,No
C100375,5,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,Yes,Yes,No,No,Yes,94.69609252,373.8541199,Yes
C100376,22,DSL,Month-to-month,Electronic check,Yes,0,No,No,Yes,No,No,73.15974397,1457.683662,Yes
C100377,0,Fiber optic,Two year,Credit card (automatic),No,0,No,No,Yes,No,Yes,85.01299448,-2.429637282,Yes
C100378,20,None,Month-to-month,Mailed check,Yes,0,No,No,Yes,No,No,19.44142948,320.1731181,No
C100379,3,Fiber optic,One year,Electronic check,Yes,0,No,Yes,No,Yes,Yes,89.83124117,325.9857864,Yes
C100380,0,Fiber optic,Month-to-month,Electronic check,No,0,Yes,No,Yes,Yes,Yes,97.61664091,21.73543974,Yes
C100381,14,Fiber optic,Month-to-month,Electronic check,Yes,0,No,No,No,Yes,No,99.14896996,1267.976919,Yes
C100382,9,DSL,Month-to-month,Credit card (automatic),Yes,0,Yes,No,Yes,No,Yes,67.5033528,710.2692992,No
C100383,25,None,Month-to-month,Credit card (automatic),No,0,No,Yes,No,No,No,23.59371687,729.4086383,No
C100384,16,None,One year,Electronic check,Yes,0,No,No,No,No,Yes,33.53184073,555.5593321,No
C100385,19,DSL,Month-to-month,Electronic check,No,0,No,No,Yes,No,No,59.59877045,1135.968435,No
C100386,3,DSL,Two year,Electronic check,Yes,0,No,No,No,No,Yes,51.12331454,182.1717779,No
C100387,2,None,Month-to-month,Credit card (automatic),Yes,1,Yes,No,Yes,Yes,No,29.8624881,137.4265116,No
C100388,16,None,Two year,Electronic check,Yes,0,No,No,No,Yes,Yes,27.70282097,584.6662043,No
C100389,19,None,Month-to-month,Credit card (automatic),Yes,0,No,Yes,Yes,No,Yes,35.89752676,875.557109,No
C100390,54,None,Month-to-month,Bank transfer (automatic),Yes,1,Yes,No,Yes,Yes,Yes,43.00325342,2337.623293,No
C100391,6,Fiber optic,Month-to-month,Credit card (automatic),Yes,0,No,No,No,Yes,Yes,101.7913795,654.6031557,Yes
C100392,5,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,No,No,No,Yes,No,81.78986678,392.8453243,Yes
C100393,17,Fiber optic,Two year,Bank transfer (automatic),No,0,Yes,No,No,No,Yes,93.790834,1553.166451,No
C100394,5,DSL,Month-to-month,Bank transfer (automatic),No,1,Yes,No,No,Yes,No,56.75479418,342.0134178,No
C100395,32,Fiber optic,Month-to-month,Bank transfer (automatic),No,0,No,Yes,Yes,Yes,No,89.05495869,2688.166955,No
C100396,23,Fiber optic,Month-to-month,Credit card (automatic),Yes,0,Yes,No,No,Yes,Yes,105.1281574,2325.073898,Yes
C100397,5,Fiber optic,Month-to-month,Bank transfer (automatic),No,0,Yes,No,No,Yes,Yes,105.6145265,653.7376627,Yes
C100398,16,Fiber optic,One year,Bank transfer (automatic),Yes,0,Yes,No,Yes,Yes,No,79.23554536,1226.496857,No
C100399,16,Fiber optic,One year,Credit card (automatic),Yes,0,No,No,No,No,Yes,89.56531503,1336.369773,No
C100400,2,DSL,One year,Credit card (automatic),No,0,No,Yes,No,Yes,Yes,70.33768047,114.7696507,No
C100401,27,DSL,Month-to-month,Bank transfer (automatic),Yes,0,Yes,No,No,No,No,57.52007071,1481.88591,No
C100402,8,DSL,Two year,Electronic check,No,0,No,Yes,Yes,No,No,42.28686184,342.8248413,No
C100403,21,DSL,One year,Electronic check,No,0,Yes,Yes,No,Yes,No,42.40771206,870.434645,No
C100404,4,None,Month-to-month,Credit card (automatic),No,0,No,Yes,Yes,No,Yes,42.24299773,213.5831466,No
C100405,27,DSL,Month-to-month,Electronic check,No,0,Yes,No,No,No,Yes,78.8361821,2039.029654,Yes
C100406,6,DSL,Two year,Electronic check,No,0,No,No,Yes,No,No,34.8816648,163.3258702,No
C100407,0,Fiber optic,Month-to-month,Electronic check,No,0,No,Yes,No,Yes,No,90.28321213,86.29823023,No
C100408,27,Fiber optic,One year,Bank transfer (automatic),No,0,Yes,No,No,No,No,78.52767014,2230.812092,No
C100409,1,DSL,Month-to-month,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,No,Yes,72.16987001,159.1160891,Yes
C100410,4,Fiber optic,Month-to-month,Electronic check,Yes,0,No,No,No,Yes,No,89.70469128,305.768188,Yes
C100411,34,Fiber optic,One year,Mailed check,Yes,0,Yes,No,Yes,Yes,Yes,95.59665767,3165.559254,No
C100412,36,DSL,One year,Credit card (automatic),No,0,Yes,No,Yes,No,No,47.17414134,1679.567337,No
C100413,9,DSL,Month-to-month,Electronic check,No,0,No,Yes,Yes,No,No,65.13804984,703.2036006,No
C100414,11,None,One year,Electronic check,Yes,0,No,No,No,No,No,16.7278471,119.6385243,No
C100415,8,None,Month-to-month,Electronic check,No,0,Yes,No,No,Yes,No,37.22827156,200.4129639,No
C100416,4,Fiber optic,One year,Bank transfer (automatic),No,0,No,No,No,No,Yes,99.75454595,405.9925813,Yes
C100417,4,DSL,Two year,Credit card (automatic),Yes,0,Yes,No,No,No,No,50.39121343,228.7030678,No
C100418,13,Fiber optic,Two year,Credit card (automatic),Yes,0,No,No,No,No,Yes,80.39941608,1116.365971,No
C100419,17,Fiber optic,One year,Bank transfer (automatic),Yes,0,Yes,No,Yes,Yes,Yes,100.4541635,1549.033181,Yes
C100420,18,DSL,Month-to-month,Credit card (automatic),No,0,Yes,No,No,Yes,Yes,60.17956669,1166.976267,No
C100421,18,Fiber optic,One year,Electronic check,Yes,0,No,No,Yes,Yes,Yes,82.57209783,1653.055151,No
C100422,1,Fiber optic,Month-to-month,Electronic check,No,0,No,No,No,Yes,No,96.31526161,102.4283098,Yes
C100423,8,DSL,Month-to-month,Bank transfer (automatic),Yes,1,No,No,No,Yes,Yes,76.19285726,427.3938081,Yes
C100424,2,Fiber optic,Month-to-month,Credit card (automatic),Yes,0,Yes,No,No,Yes,Yes,86.9715773,98.14247515,Yes
C100425,9,None,Month-to-month,Bank transfer (automatic),Yes,0,Yes,No,Yes,Yes,No,27.35586289,290.0027682,No
C100426,6,DSL,Month-to-month,Credit card (automatic),Yes,0,No,Yes,Yes,No,Yes,81.42985103,542.7090452,Yes
C100427,25,None,Month-to-month,Credit card (automatic),Yes,0,No,Yes,No,No,Yes,42.37317939,1199.807651,No
C100428,6,DSL,Month-to-month,Electronic check,Yes,0,No,No,Yes,Yes,No,59.5230213,327.2613236,No
C100429,1,None,Month-to-month,Electronic check,No,1,Yes,Yes,Yes,No,Yes,40.17015681,7.206918773,Yes
C100430,1,DSL,Month-to-month,Electronic check,Yes,0,No,Yes,Yes,Yes,No,41.51960735,90.42156686,No
C100431,17,DSL,Month-to-month,Credit card (automatic),Yes,0,No,Yes,No,No,Yes,67.97679621,1056.440318,Yes
C100432,10,Fiber optic,Month-to-month,Electronic check,Yes,1,Yes,No,No,No,No,102.6602713,1028.776975,Yes
C100433,1,DSL,One year,Electronic check,Yes,0,No,No,Yes,No,No,77.18496353,46.72870499,Yes
C100434,1,Fiber optic,One year,Credit card (automatic),Yes,0,No,No,Yes,Yes,No,18.75276105,60.56283145,No
C100435,14,Fiber optic,One year,Credit card (automatic),No,0,Yes,No,No,No,Yes,89.12637159,1188.143616,No
C100436,0,DSL,Month-to-month,Electronic check,Yes,0,No,No,Yes,Yes,No,54.49945735,-24.10025926,Yes
C100437,20,Fiber optic,One year,Credit card (automatic),Yes,0,No,Yes,Yes,No,No,77.35426822,1783.774054,No
C100438,14,Fiber optic,Month-to-month,Electronic check,No,1,No,No,No,No,Yes,98.16756127,1481.769796,Yes
C100439,1,DSL,Month-to-month,Electronic check,No,1,Yes,No,No,Yes,Yes,69.01748739,81.20884873,Yes
C100440,1,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,No,No,No,Yes,Yes,98.56478286,175.2015685,Yes
C100441,49,Fiber optic,Month-to-month,Credit card (automatic),Yes,0,Yes,No,No,No,No,88.80789192,4555.444715,Yes
C100442,5,None,Month-to-month,Electronic check,No,0,No,No,No,No,Yes,37.47714732,138.8549772,Yes
C100443,5,None,One year,Electronic check,No,0,Yes,Yes,Yes,Yes,No,15.77954749,71.10936686,No
C100444,20,DSL,Month-to-month,Electronic check,Yes,0,Yes,No,Yes,No,Yes,65.40010746,1326.732086,No
C100445,34,Fiber optic,One year,Credit card (automatic),Yes,0,Yes,Yes,Yes,Yes,Yes,89.30475367,3102.630324,No
C100446,49,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,No,No,No,No,No,87.94715489,4589.83536,Yes
C100447,16,Fiber optic,Month-to-month,Mailed check,Yes,0,No,Yes,Yes,No,Yes,105.2321357,1720.628165,Yes
C100448,6,Fiber optic,Month-to-month,Electronic check,No,0,No,Yes,No,No,No,88.60776604,537.8274409,Yes
C100449,1,None,Two year,Bank transfer (automatic),Yes,0,No,No,No,Yes,No,22.62820939,14.29951385,No
C100450,18,Fiber optic,Two year,Bank transfer (automatic),Yes,0,No,Yes,No,No,No,82.04554836,1565.280358,No
C100451,9,None,Two year,Credit card (automatic),No,0,Yes,No,Yes,Yes,Yes,20.6365642,39.74068225,No
C100452,8,None,One year,Electronic check,Yes,0,No,Yes,No,No,No,22.73752252,265.4633883,No
C100453,28,None,One year,Credit card (automatic),Yes,0,Yes,No,Yes,Yes,No,22.75092719,587.3773781,No
C100454,1,None,One year,Mailed check,No,1,Yes,Yes,Yes,No,No,24.6468991,41.41378124,No
C100455,8,Fiber optic,One year,Electronic check,Yes,0,Yes,Yes,Yes,Yes,Yes,83.83140794,631.562635,No
C100456,0,DSL,Month-to-month,Electronic check,No,0,No,No,No,Yes,Yes,74.32642281,131.2007032,No
C100457,6,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,No,No,No,Yes,Yes,96.33912849,582.400293,Yes
C100458,0,DSL,Month-to-month,Credit card (automatic),Yes,0,No,Yes,No,Yes,No,64.68142029,2.184053831,Yes
C100459,1,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,0,Yes,No,No,Yes,Yes,98.73459435,128.2742563,Yes
C100460,0,Fiber optic,Month-to-month,Bank transfer (automatic),No,0,No,Yes,No,No,Yes,106.9904673,123.2375576,Yes
C100461,12,None,Month-to-month,Electronic check,Yes,0,No,Yes,Yes,No,No,93.08399489,1084.057709,Yes
C100462,16,None,Month-to-month,Electronic check,Yes,0,Yes,No,No,Yes,Yes,41.17270086,744.3801944,No
C100463,10,None,Month-to-month,Bank transfer (automatic),No,0,Yes,No,Yes,Yes,No,32.25819706,367.4759488,No
C100464,39,DSL,Two year,Bank transfer (automatic),No,0,Yes,Yes,Yes,Yes,No,46.06509511,1747.594799,No
C100465,5,Fiber optic,Month-to-month,Credit card (automatic),No,0,No,No,Yes,No,Yes,98.89332471,557.8105525,Yes
C100466,5,Fiber optic,Month-to-month,Electronic check,Yes,0,Yes,No,No,Yes,No,93.38728923,320.7625956,Yes
C100467,24,Fiber optic,Two year,Electronic check,Yes,0,Yes,No,No,Yes,Yes,89.25584342,2125.826563,No
C100468,3,Fiber optic,Month-to-month,Mailed check,No,1,Yes,Yes,No,Yes,No,93.22286147,296.6138978,Yes
